43 43 
1 -------------------------
Modulus:   x^2 + x + 3
Primitive: a
10 37 0
32 26 0
18 37 0
38 32 1
8 19 0
11 14 1
14 9 1
36 30 0
1 20 1
39 3 1
26 20 0
15 42 1
2 13 1
24 34 0
5 0 1
30 24 1
17 5 1
20 22 0
42 7 0
6 33 0
32 17 1
18 28 1
8 26 0
11 7 1
14 16 1
36 5 0
26 31 1
12 30 1
2 4 1
24 41 0
5 9 0
30 3 1
20 29 1
42 14 0
23 32 1
6 24 0
32 40 0
31 32 1
35 37 1
18 23 1
8 1 0
33 15 1
14 27 0
36 12 0
12 21 1
2 31 1
27 13 1
30 10 0
0 41 0
20 36 0
3 36 0
42 9 1
6 19 0
28 36 0
31 41 0
35 42 0
18 14 0
21 3 1
8 8 1
33 0 1
36 11 0
12 12 1
15 1 0
37 20 1
2 22 1
27 2 1
30 13 1
0 32 0
20 35 1
6 10 1
28 35 0
32 38 1
31 22 1
18 9 0
40 38 1
21 12 0
8 15 1
7 41 0
11 42 0
33 25 0
39 39 1
9 16 0
12 11 1
15 14 0
37 29 1
2 17 0
27 27 1
0 39 0
20 42 0
3 18 1
25 33 1
6 13 1
31 31 1
18 0 1
21 21 1
7 38 0
11 35 1
33 18 1
9 25 0
12 2 0
15 23 1
37 6 1
24 5 1
27 16 1
13 29 0
3 27 1
25 42 0
6 4 0
31 4 0
40 20 0
21 30 1
7 31 0
36 32 1
9 2 0
34 10 1
15 28 1
37 15 0
24 12 0
13 22 0
3 0 1
28 8 1
31 13 1
1 42 1
40 27 1
21 39 0
4 33 0
8 36 1
7 20 1
29 39 1
16 36 1
22 14 1
9 11 1
34 5 1
37 8 1
24 19 1
13 15 0
0 12 0
38 25 1
3 9 0
28 7 1
31 10 1
1 35 1
40 2 1
21 32 0
4 40 1
7 13 0
29 32 1
33 37 1
16 27 1
41 37 0
22 1 1
9 12 0
34 28 1
24 26 0
10 21 0
13 8 1
0 3 0
38 16 0
3 14 0
28 30 0
1 36 0
40 9 0
21 41 0
4 23 1
26 36 0
7 10 1
16 18 1
22 24 0
12 38 0
34 23 1
10 28 1
13 1 1
0 26 0
38 11 0
25 6 0
28 21 1
14 32 1
4 30 0
7 3 0
16 9 0
19 4 1
41 23 1
22 19 1
37 35 0
10 7 0
35 21 1
0 17 0
38 2 1
25 15 1
4 5 0
29 11 1
16 0 1
19 13 0
41 24 1
22 42 0
5 34 1
9 39 1
34 41 0
17 39 1
23 9 1
10 14 1
35 26 0
38 5 1
25 16 0
1 15 0
39 30 0
4 12 0
29 4 0
16 7 0
19 18 1
2 38 0
41 1 0
9 40 0
34 32 1
17 24 1
42 32 1
23 6 0
10 9 1
35 3 0
25 25 1
11 26 1
1 0 1
39 23 0
4 11 1
29 29 1
19 27 0
2 33 1
41 10 1
22 36 0
5 20 0
30 36 0
17 17 1
23 31 1
32 13 1
13 37 1
35 8 1
11 19 1
1 25 0
39 12 0
26 3 0
29 22 0
15 39 1
19 32 1
5 29 0
27 32 0
17 10 0
20 1 1
42 18 0
23 20 1
32 4 0
11 8 0
14 7 0
36 16 1
1 18 1
39 5 1
26 10 1
19 41 1
5 6 0
30 22 1
17 3 1
20 8 1
42 29 0
10 34 0
32 27 0
18 34 0
38 33 1
8 20 1
11 1 0
14 14 1
36 31 0
39 2 0
26 21 0
2 10 0
24 35 0
5 15 0
30 25 0
17 4 0
20 23 1
42 4 0
23 42 1
6 38 1
32 18 0
18 29 0
8 27 0
11 6 1
14 17 1
36 6 0
26 28 1
12 31 1
2 5 1
24 42 1
5 8 0
30 0 1
20 30 0
42 15 1
23 35 1
6 25 0
32 41 0
31 35 0
35 36 0
18 20 0
8 2 1
33 14 1
14 24 0
36 13 1
12 22 1
2 28 0
27 12 1
30 11 0
0 42 0
20 37 0
3 39 1
6 16 0
28 37 1
32 32 1
31 40 1
18 15 0
40 32 1
21 2 0
8 9 1
33 7 1
39 41 0
12 13 0
15 0 1
37 19 0
2 23 1
27 5 0
0 33 0
6 11 1
32 39 1
31 17 1
18 6 0
40 39 0
21 11 0
7 40 1
33 24 0
39 38 0
9 23 0
12 4 0
15 9 1
37 28 1
27 26 0
3 21 1
25 32 0
6 2 0
31 30 0
18 1 0
21 20 0
7 33 0
11 34 1
33 17 1
9 24 0
12 3 1
15 22 1
37 5 1
24 6 1
27 19 0
13 28 0
3 26 0
25 41 1
6 5 0
31 7 0
40 21 0
21 29 1
7 30 1
33 42 1
36 33 1
9 1 1
34 11 1
15 31 0
37 14 0
24 13 1
13 21 1
3 3 1
28 9 0
31 12 1
1 41 0
40 28 0
21 38 1
4 34 0
8 37 1
7 23 1
29 38 1
33 35 1
16 37 0
36 40 0
41 35 0
22 15 0
9 10 0
34 2 1
24 20 0
13 14 1
0 13 0
38 30 1
3 8 0
28 0 1
1 34 1
40 3 1
4 41 0
7 12 0
33 36 0
16 28 1
41 36 0
22 6 0
12 40 0
34 29 1
24 27 1
10 18 0
13 7 0
0 4 0
38 17 1
28 31 1
40 10 1
21 40 1
4 16 0
26 37 1
7 5 1
16 19 1
22 25 1
12 39 0
34 20 0
10 29 1
13 0 1
0 27 0
38 8 1
25 5 1
28 22 1
14 33 0
4 31 0
7 2 1
16 10 1
19 7 0
41 22 0
22 16 0
37 34 0
10 4 1
35 20 0
0 18 0
38 3 0
25 14 0
14 40 1
4 6 0
29 10 0
16 1 1
19 12 0
41 31 1
5 33 0
9 38 1
34 38 1
17 38 0
42 38 0
23 8 1
10 15 0
35 29 1
25 23 0
1 14 0
39 25 1
4 13 0
29 3 1
19 21 1
2 39 0
41 0 1
22 34 0
5 42 0
30 34 0
34 33 0
17 31 0
42 33 1
23 1 0
35 2 0
25 24 1
11 29 0
1 7 1
39 22 1
29 28 0
19 26 1
41 9 0
22 37 1
5 19 0
27 42 1
30 37 0
17 16 1
42 40 0
23 30 1
32 14 0
13 36 1
35 11 0
11 18 0
1 24 1
39 15 1
26 0 1
29 21 1
15 38 0
19 35 0
5 28 0
27 35 0
17 9 0
20 2 1
42 19 1
23 23 1
32 5 0
18 40 1
11 11 1
14 4 1
36 17 1
1 17 0
39 4 1
26 11 0
19 40 0
5 5 1
30 23 1
17 2 1
20 9 1
42 26 0
10 35 0
32 28 0
18 35 1
38 38 1
8 21 0
11 0 1
14 15 0
36 24 0
26 18 0
2 11 0
24 36 0
5 14 1
30 30 1
20 16 1
42 5 1
23 37 0
6 39 1
10 42 0
32 19 1
31 37 0
18 26 1
8 28 0
14 22 1
36 7 1
26 29 1
12 24 1
2 2 1
30 1 1
20 31 0
3 33 1
42 12 1
23 34 1
6 30 0
32 42 0
31 34 1
35 39 0
18 21 1
8 3 1
33 13 0
14 25 1
36 14 0
12 23 0
2 29 0
27 15 1
30 8 1
20 38 0
3 38 0
6 17 1
28 38 0
32 33 0
18 12 0
40 33 0
21 1 0
8 10 0
33 6 0
39 40 1
12 14 1
15 3 1
37 18 0
2 20 1
27 4 0
0 34 0
6 8 0
31 16 1
18 7 0
40 40 1
21 10 0
33 31 0
39 33 1
9 22 0
12 5 0
15 8 0
37 27 0
24 0 1
27 29 0
3 20 0
25 39 0
6 3 0
31 25 0
21 19 0
7 32 0
11 37 0
33 16 1
16 40 1
9 31 1
15 17 0
37 4 1
24 7 1
27 18 0
13 27 0
3 29 1
25 40 0
165 -------------------------
Modulus:   x^2 + 29*x + 30
Primitive: a
31 6 1
40 22 1
21 28 0
4 36 0
7 25 0
33 41 0
36 34 0
9 0 1
34 8 1
15 30 0
37 13 1
24 14 1
13 20 0
3 2 1
28 10 0
31 15 1
1 40 1
40 29 0
21 37 1
4 35 0
8 38 0
7 22 1
29 37 1
33 34 1
16 38 1
36 41 1
41 34 0
22 12 0
9 9 0
34 3 1
24 21 0
13 13 0
0 14 0
38 31 1
3 11 1
28 1 0
1 33 1
40 4 0
4 42 0
7 15 1
16 29 0
22 7 1
12 41 1
34 26 1
24 28 0
10 19 0
13 6 0
0 5 0
38 22 0
25 3 1
28 24 1
40 11 1
4 17 1
26 34 0
7 4 0
16 20 1
19 1 0
22 30 0
12 32 0
34 21 1
10 26 0
0 28 0
38 9 0
25 4 1
28 23 0
14 38 1
4 24 1
16 11 0
19 6 0
41 21 1
22 17 0
5 39 1
37 33 1
10 5 0
35 23 0
0 19 0
38 0 1
25 13 1
14 41 1
4 7 0
29 9 0
16 2 0
19 15 0
41 30 0
22 40 0
5 32 1
9 37 0
34 39 0
17 37 0
37 42 1
42 39 1
23 11 1
10 12 0
35 28 1
25 22 0
1 13 0
39 24 0
4 14 1
29 2 1
19 20 0
2 36 1
41 7 1
22 35 0
5 41 0
30 35 0
17 30 0
23 0 1
32 8 1
13 42 1
35 5 0
25 31 1
11 28 0
1 6 1
39 17 0
26 6 0
29 27 1
19 29 1
41 8 1
5 18 1
30 42 0
17 23 1
20 4 0
42 41 0
23 25 1
32 15 0
13 35 1
35 10 1
11 21 0
14 2 0
1 31 1
39 14 1
26 1 1
29 20 0
15 33 0
19 34 1
5 27 1
27 34 1
17 8 0
20 3 0
42 16 0
23 22 1
6 42 1
32 6 0
18 41 0
11 10 1
14 5 0
36 18 0
1 16 1
39 7 0
26 8 1
5 4 1
30 20 1
17 1 1
20 10 0
42 27 1
10 32 1
32 29 0
18 32 1
38 39 1
8 22 0
11 3 1
14 12 1
36 25 1
26 19 0
2 8 1
24 37 0
5 13 0
30 31 0
20 17 0
42 2 0
23 36 0
6 36 1
32 20 1
31 36 1
35 33 1
18 27 1
8 29 0
33 11 1
14 23 0
36 0 1
26 26 0
12 25 0
2 3 1
27 9 1
30 6 0
20 24 0
3 32 1
42 13 0
6 31 0
28 40 0
35 38 1
18 18 0
21 7 1
8 4 0
33 12 1
14 30 1
36 15 1
12 16 0
15 5 1
2 26 0
27 14 0
30 9 1
20 39 0
3 41 0
6 22 1
28 39 1
32 34 1
31 42 1
18 13 0
40 34 0
21 0 1
8 11 1
33 5 1
12 15 1
15 2 0
37 17 1
2 21 0
27 7 0
0 35 0
6 9 1
31 19 0
18 4 1
40 41 1
21 9 1
7 42 1
33 30 1
39 32 0
9 21 1
12 6 0
15 11 1
37 26 0
24 1 0
27 28 0
3 23 0
25 38 0
6 0 1
31 24 0
40 16 0
21 18 1
7 35 1
11 36 1
33 23 0
16 41 1
36 36 0
9 30 0
34 14 0
15 16 0
37 3 1
24 8 1
27 21 1
13 26 0
3 28 1
28 12 1
31 1 1
40 23 1
21 27 0
4 37 0
8 32 1
7 24 0
33 40 1
16 32 0
36 35 1
22 10 0
9 7 1
34 9 1
15 25 1
37 12 0
24 15 1
13 19 1
0 8 0
3 5 1
28 11 1
31 14 1
40 30 1
21 36 1
8 39 1
7 17 0
29 36 0
33 33 0
16 39 0
36 42 0
41 33 1
22 13 0
9 8 0
34 0 1
24 22 0
13 12 0
0 15 0
38 28 0
3 10 0
28 2 1
1 32 0
40 5 0
7 14 0
16 30 1
41 42 0
22 4 0
12 42 1
34 27 1
24 29 0
10 16 1
13 5 1
0 6 0
38 23 1
25 2 0
28 25 0
40 12 1
4 18 0
26 35 0
7 7 0
16 21 1
19 0 1
41 19 1
22 31 0
12 33 0
34 18 0
17 42 1
37 39 1
10 27 1
35 17 1
0 29 0
38 14 1
25 11 1
28 16 0
14 39 1
4 25 0
26 42 1
29 15 0
16 12 1
19 9 1
41 20 1
22 22 0
5 38 1
9 35 1
17 35 1
37 32 0
23 13 1
10 2 0
35 22 0
0 20 0
38 1 0
25 12 0
1 11 1
4 0 1
29 8 0
16 3 0
19 14 0
2 42 1
41 29 1
22 41 1
9 36 1
34 36 1
17 36 0
37 41 1
42 36 1
23 10 1
10 13 1
35 31 1
25 21 1
1 12 1
39 27 1
4 15 1
29 1 0
19 23 0
2 37 1
41 6 1
22 32 1
5 40 0
30 32 0
17 29 0
23 3 0
32 9 1
13 41 1
35 4 1
25 30 0
11 31 1
1 5 1
39 16 1
26 7 0
29 26 0
19 28 1
41 15 1
5 17 1
17 22 0
20 5 1
42 22 1
23 24 1
32 0 1
13 34 1
35 13 1
38 42 0
11 20 0
14 3 0
36 20 0
1 30 0
39 9 0
26 14 0
29 19 1
15 32 1
19 37 1
5 26 1
27 37 1
30 18 0
17 15 1
20 12 0
42 17 0
23 17 1
10 38 1
32 7 1
18 38 0
8 16 0
11 13 0
14 10 0
36 19 0
1 23 1
39 6 0
26 9 0
15 41 1
19 42 0
2 14 1
5 3 0
30 21 1
17 0 1
20 11 1
42 24 0
6 34 0
10 33 1
32 30 0
18 33 0
38 36 0
8 23 0
11 2 0
14 13 1
36 26 0
26 16 0
2 9 0
24 38 0
5 12 1
30 28 1
20 18 1
42 3 1
23 39 0
6 37 1
10 40 1
32 21 0
31 39 1
35 32 1
18 24 0
8 30 1
33 10 1
14 20 0
36 1 1
26 27 1
12 26 1
2 0 1
27 8 1
30 7 1
20 25 1
3 35 0
42 10 1
6 28 0
28 41 0
35 41 1
18 19 0
21 6 1
8 5 1
33 3 1
14 31 1
36 8 1
12 17 1
15 4 1
37 23 0
2 27 0
27 1 0
30 14 0
20 32 1
3 40 1
6 23 1
28 32 1
32 35 0
31 21 0
18 10 0
40 35 0
21 15 0
8 12 1
11 41 0
33 4 0
39 42 1
9 19 0
12 8 1
15 13 0
37 16 0
2 18 0
27 6 1
0 36 0
3 17 0
6 14 1
31 18 0
18 5 0
40 42 1
21 8 0
7 37 1
33 29 0
39 35 0
9 20 1
12 7 1
15 10 1
37 25 0
24 2 1
27 31 1
3 22 1
25 37 1
6 1 1
31 27 0
40 17 1
21 17 0
7 34 1
11 39 0
33 22 1
16 42 0
36 37 1
9 29 0
34 15 0
15 19 1
37 2 1
24 9 1
27 20 1
13 25 0
3 31 1
28 13 0
31 0 1
40 24 0
21 26 0
4 38 1
8 33 1
7 27 0
29 42 1
16 33 0
22 11 0
9 6 1
34 6 0
15 24 1
37 11 0
24 16 1
13 18 0
0 9 0
38 26 1
3 4 0
28 4 0
31 9 0
40 31 1
21 35 1
8 40 1
7 16 1
29 35 0
33 32 1
16 24 1
41 32 0
22 2 1
9 15 1
34 1 0
24 23 0
10 22 0
13 11 0
0 0 0
38 29 0
3 13 1
28 3 0
1 39 1
40 6 0
4 20 1
7 9 0
16 31 0
41 41 0
22 5 0
34 24 0
24 30 1
10 17 1
13 4 1
0 7 0
38 20 1
25 1 1
28 26 1
40 13 0
4 19 0
26 32 1
7 6 1
16 22 1
19 3 1
41 18 0
22 28 0
12 34 0
34 19 0
17 41 0
37 38 0
10 24 1
35 16 0
0 30 0
38 15 1
25 10 0
28 17 1
14 36 1
4 26 0
29 14 1
16 13 1
19 8 1
41 27 0
22 23 0
5 37 1
9 34 1
34 42 0
17 34 0
23 12 0
10 3 1
35 25 0
0 21 0
38 6 1
25 19 0
1 10 0
39 29 1
4 1 1
29 7 1
16 4 1
19 17 0
41 28 1
34 37 1
17 27 0
37 40 0
42 37 1
23 5 0
10 10 0
35 30 1
25 20 1
11 25 1
1 3 0
39 26 1
4 8 0
29 0 1
19 22 0
2 34 0
41 5 0
22 33 1
5 23 1
30 33 1
17 28 0
23 2 0
32 10 0
13 40 0
35 7 0
25 29 1
11 30 0
1 4 1
39 19 1
26 4 0
29 25 0
19 31 0
41 14 1
5 16 1
30 40 0
17 21 0
20 6 1
42 23 0
23 27 1
32 1 1
13 33 1
35 12 0
11 23 1
14 0 1
36 21 1
1 29 1
39 8 0
26 15 0
29 18 1
15 35 1
19 36 0
5 25 1
27 36 0
30 19 1
17 14 1
20 13 0
42 30 0
23 16 1
6 40 1
10 39 0
32 24 1
18 39 1
38 34 0
8 17 1
11 12 1
14 11 0
36 28 1
1 22 0
39 1 0
26 22 0
15 40 0
2 15 1
24 32 0
5 2 0
30 26 0
17 7 0
20 20 0
42 25 1
23 41 0
6 35 0
32 31 1
18 30 1
38 37 0
8 24 0
11 5 0
14 18 0
36 27 1
26 17 1
12 28 1
2 6 0
24 39 1
5 11 0
30 29 1
20 19 1
42 0 1
23 38 1
6 26 1
10 41 0
32 22 0
31 38 1
35 35 0
18 25 1
8 31 0
33 9 1
14 21 1
36 2 1
26 24 0
12 27 0
2 1 0
27 11 0
30 4 0
20 26 1
3 34 1
42 11 0
6 29 1
28 42 1
35 40 1
18 16 0
21 5 1
8 6 1
33 2 0
14 28 0
36 9 1
12 18 1
15 7 0
37 22 1
2 24 1
27 0 1
30 15 0
20 33 1
6 20 0
28 33 1
32 36 0
31 20 0
18 11 0
40 36 1
21 14 1
8 13 1
11 40 1
33 27 1
39 37 1
9 18 0
12 9 1
15 12 1
37 31 0
2 19 1
27 25 0
0 37 0
20 40 0
3 16 0
25 35 0
6 15 0
31 29 0
18 2 0
21 23 1
7 36 1
11 33 0
33 28 1
39 34 0
9 27 0
12 0 1
15 21 0
37 24 1
24 3 0
27 30 1
13 31 0
3 25 0
25 36 0
6 6 0
31 26 1
40 18 0
21 16 1
7 29 0
11 38 1
33 21 0
36 38 0
9 28 0
34 12 0
15 18 0
37 1 1
24 10 1
27 23 1
13 24 1
3 30 0
28 14 0
31 3 0
40 25 1
21 25 1
4 39 1
8 34 1
7 26 1
29 41 0
16 34 1
22 8 1
9 5 0
34 7 1
15 27 0
37 10 0
24 17 0
13 17 0
0 10 0
38 27 1
3 7 1
28 5 1
31 8 0
40 0 1
21 34 1
8 41 0
7 19 1
29 34 1
33 39 0
16 25 1
41 39 0
22 3 1
9 14 0
34 30 1
24 24 0
10 23 0
13 10 1
0 1 0
38 18 1
3 12 1
28 28 0
1 38 1
40 7 1
4 21 1
26 38 1
7 8 1
16 16 0
41 40 1
22 26 0
12 36 0
34 25 0
24 31 1
10 30 0
13 3 0
0 24 0
38 21 0
25 0 1
28 27 0
14 34 0
40 14 0
4 28 1
26 33 1
7 1 0
16 23 1
19 2 1
41 17 0
22 29 1
12 35 0
34 16 0
17 40 1
37 37 0
10 25 0
35 19 0
0 31 0
38 12 0
25 9 1
28 18 1
14 37 1
4 27 1
26 40 0
29 13 1
16 14 0
19 11 0
41 26 0
22 20 1
5 36 1
9 33 1
17 33 1
23 15 0
10 0 1
35 24 1
0 22 0
38 7 1
25 18 1
1 9 0
39 28 1
4 2 0
29 6 1
16 5 0
19 16 0
2 40 0
41 3 0
9 42 0
34 34 0
17 26 1
42 34 0
23 4 0
10 11 1
35 1 1
25 27 0
11 24 0
1 2 0
39 21 0
4 9 0
29 31 1
19 25 1
2 35 1
41 4 0
22 38 1
5 22 0
27 41 0
30 38 1
17 19 0
23 29 1
32 11 1
13 39 0
35 6 0
25 28 0
11 17 1
1 27 0
39 18 0
26 5 1
29 24 1
15 37 0
19 30 1
41 13 1
5 31 0
30 41 0
17 20 1
20 7 0
42 20 1
23 26 0
32 2 0
13 32 0
35 15 1
38 40 0
11 22 0
14 1 1
36 22 0
1 28 0
39 11 0
26 12 0
29 17 0
15 34 0
19 39 1
5 24 0
27 39 1
30 16 1
17 13 1
20 14 1
42 31 1
23 19 0
6 41 1
10 36 1
32 25 1
18 36 0
38 35 1
8 18 0
11 15 0
14 8 0
36 29 0
1 21 1
39 0 1
26 23 1
2 12 1
24 33 1
5 1 0
30 27 1
17 6 0
20 21 1
42 6 0
23 40 0
6 32 0
32 16 0
18 31 0
8 25 0
11 4 1
14 19 1
36 4 0
26 30 1
12 29 1
2 7 1
24 40 1
5 10 0
30 2 1
20 28 0
42 1 1
23 33 0
6 27 0
32 23 0
31 33 0
35 34 0
18 22 1
8 0 1
33 8 1
14 26 0
36 3 1
26 25 1
12 20 1
2 30 1
27 10 0
30 5 1
0 40 0
20 27 1
3 37 0
42 8 0
6 18 0
18 17 0
21 4 0
8 7 0
33 1 0
14 29 1
36 10 0
12 19 0
15 6 0
37 21 1
2 25 0
27 3 0
30 12 0
20 34 1
3 42 1
6 21 1
28 34 0
32 37 0
31 23 1
18 8 0
40 37 0
21 13 0
8 14 0
33 26 1
39 36 0
9 17 1
12 10 0
15 15 0
37 30 1
2 16 0
27 24 0
0 38 0
20 41 0
3 19 0
25 34 0
6 12 0
31 28 1
18 3 1
21 22 1
7 39 0
11 32 1
33 19 1
9 26 0
12 1 1
15 20 0
37 7 1
24 4 1
27 17 1
13 30 1
3 24 0
6 7 0
31 5 1
40 19 0
21 31 0
7 28 1
33 20 0
36 39 0
9 3 1
34 13 0
15 29 0
37 0 1
24 11 0
27 22 1
13 23 1
3 1 1
28 15 1
31 2 1
40 26 0
21 24 1
4 32 0
8 35 1
7 21 0
29 40 0
16 35 1
22 9 1
9 4 0
34 4 1
15 26 1
37 9 0
24 18 1
13 16 1
0 11 0
38 24 1
3 6 0
28 6 0
31 11 0
40 1 1
21 33 0
8 42 1
7 18 1
29 33 0
33 38 0
16 26 1
41 38 0
22 0 1
9 13 1
34 31 0
24 25 0
10 20 0
13 9 1
0 2 0
38 19 0
3 15 1
28 29 1
1 37 0
40 8 0
21 42 0
4 22 0
26 39 1
7 11 0
16 17 1
22 27 1
12 37 1
34 22 1
10 31 1
13 2 0
0 25 0
38 10 0
25 7 0
28 20 0
14 35 0
40 15 1
4 29 1
7 0 1
16 8 0
19 5 0
41 16 0
22 18 1
34 17 0
37 36 0
10 6 0
35 18 0
0 16 0
38 13 1
25 8 1
28 19 1
14 42 0
4 4 0
26 41 1
29 12 1
16 15 0
19 10 1
41 25 0
22 21 1
5 35 1
9 32 0
34 40 1
17 32 1
23 14 1
10 1 0
35 27 0
0 23 0
38 4 1
25 17 1
1 8 0
39 31 0
4 3 1
29 5 1
16 6 1
19 19 0
2 41 1
41 2 1
9 41 1
34 35 0
17 25 1
42 35 0
23 7 0
10 8 1
35 0 1
25 26 0
11 27 0
1 1 0
39 20 1
4 10 0
29 30 1
19 24 1
2 32 1
41 11 1
22 39 0
5 21 0
27 40 0
30 39 1
17 18 1
42 42 0
23 28 1
32 12 1
13 38 1
35 9 1
11 16 1
1 26 0
39 13 1
26 2 0
29 23 0
15 36 1
19 33 1
41 12 0
5 30 1
27 33 1
17 11 1
20 0 1
42 21 0
23 21 1
32 3 1
35 14 0
18 42 1
38 41 0
11 9 1
14 6 1
36 23 0
1 19 0
39 10 0
26 13 0
29 16 1
19 38 0
5 7 0
27 38 0
30 17 0
17 12 0
20 15 1
42 28 1
23 18 1
10 37 0
32 26 1
18 37 1
38 32 0
8 19 1
11 14 0
14 9 1
36 30 0
1 20 0
39 3 0
26 20 1
15 42 0
2 13 0
24 34 1
5 0 1
30 24 1
17 5 1
20 22 1
42 7 1
6 33 0
32 17 1
18 28 0
8 26 1
11 7 0
14 16 1
36 5 0
26 31 0
12 30 0
2 4 0
24 41 1
5 9 0
30 3 0
20 29 1
42 14 1
23 32 1
6 24 1
32 40 1
31 32 0
35 37 1
18 23 1
8 1 0
33 15 0
14 27 1
36 12 1
12 21 0
2 31 0
27 13 1
30 10 1
0 41 0
20 36 0
3 36 1
42 9 0
6 19 1
28 36 0
31 41 1
35 42 0
18 14 1
21 3 0
8 8 0
33 0 1
36 11 1
12 12 0
15 1 1
37 20 1
2 22 1
27 2 1
30 13 1
0 32 0
20 35 0
6 10 1
28 35 1
32 38 0
31 22 0
18 9 0
40 38 1
21 12 0
8 15 1
7 41 1
11 42 1
33 25 0
39 39 0
9 16 1
12 11 0
15 14 1
37 29 1
2 17 0
27 27 0
0 39 0
20 42 1
3 18 1
25 33 0
6 13 1
31 31 0
18 0 1
21 21 0
7 38 0
11 35 1
33 18 0
9 25 0
12 2 1
15 23 0
37 6 1
24 5 0
27 16 1
13 29 0
3 27 0
25 42 1
6 4 1
31 4 1
40 20 0
21 30 0
7 31 1
36 32 0
9 2 1
34 10 1
15 28 1
37 15 0
24 12 0
13 22 1
3 0 1
28 8 1
31 13 0
1 42 1
40 27 0
21 39 0
4 33 0
8 36 0
7 20 0
29 39 1
16 36 0
22 14 0
9 11 1
34 5 0
37 8 0
24 19 1
13 15 1
0 12 0
38 25 1
3 9 0
28 7 1
31 10 0
1 35 0
40 2 0
21 32 0
4 40 0
7 13 0
29 32 0
33 37 0
16 27 1
41 37 0
22 1 0
9 12 0
34 28 1
24 26 0
10 21 1
13 8 0
0 3 0
38 16 1
3 14 0
28 30 0
1 36 1
40 9 1
21 41 1
4 23 1
26 36 0
7 10 0
16 18 0
22 24 1
12 38 1
34 23 1
10 28 0
13 1 0
0 26 0
38 11 1
25 6 1
28 21 1
14 32 1
4 30 1
7 3 1
16 9 1
19 4 1
41 23 0
22 19 1
37 35 0
10 7 1
35 21 0
0 17 0
38 2 0
25 15 0
4 5 1
29 11 1
16 0 1
19 13 1
41 24 1
22 42 0
5 34 0
9 39 1
34 41 1
17 39 0
23 9 1
10 14 0
35 26 1
38 5 1
25 16 1
1 15 1
39 30 1
4 12 0
29 4 1
16 7 0
19 18 0
2 38 0
41 1 1
9 40 1
34 32 1
17 24 0
42 32 1
23 6 1
10 9 1
35 3 1
25 25 0
11 26 1
1 0 1
39 23 1
4 11 0
29 29 0
19 27 1
2 33 1
41 10 1
22 36 1
5 20 1
30 36 0
17 17 0
23 31 0
32 13 0
13 37 0
35 8 1
11 19 1
1 25 1
39 12 1
26 3 1
29 22 1
15 39 0
19 32 0
5 29 1
27 32 0
17 10 1
20 1 0
42 18 1
23 20 1
32 4 0
11 8 0
14 7 0
36 16 0
1 18 1
39 5 1
26 10 1
19 41 1
5 6 0
30 22 1
17 3 0
20 8 0
42 29 1
10 34 1
32 27 1
18 34 1
38 33 0
8 20 0
11 1 1
14 14 0
36 31 1
39 2 1
26 21 0
2 10 1
24 35 1
5 15 0
30 25 0
17 4 1
20 23 1
42 4 1
23 42 0
6 38 0
32 18 1
18 29 1
8 27 0
11 6 0
14 17 0
36 6 1
26 28 1
12 31 1
2 5 0
24 42 0
5 8 1
30 0 1
20 30 1
42 15 0
23 35 0
6 25 1
32 41 0
31 35 1
35 36 0
18 20 1
8 2 1
33 14 1
14 24 1
36 13 0
12 22 0
2 28 1
27 12 0
30 11 0
0 42 0
20 37 1
3 39 0
6 16 0
28 37 0
32 32 0
31 40 1
18 15 0
40 32 1
21 2 1
8 9 0
33 7 1
39 41 0
12 13 0
15 0 1
37 19 1
2 23 1
27 5 1
0 33 0
6 11 0
32 39 1
31 17 1
18 6 1
40 39 0
21 11 1
7 40 1
33 24 0
39 38 1
9 23 1
12 4 1
15 9 0
37 28 0
27 26 1
3 21 1
25 32 0
6 2 1
31 30 0
18 1 1
21 20 0
7 33 0
11 34 1
33 17 0
9 24 0
12 3 1
15 22 1
37 5 0
24 6 1
27 19 1
13 28 0
3 26 1
25 41 0
6 5 0
31 7 0
40 21 1
21 29 0
7 30 0
33 42 0
36 33 0
9 1 0
34 11 0
15 31 1
37 14 1
24 13 1
13 21 1
3 3 0
28 9 0
31 12 1
1 41 0
40 28 1
21 38 0
4 34 0
8 37 0
7 23 0
29 38 0
33 35 1
16 37 1
36 40 1
41 35 1
22 15 0
9 10 1
34 2 1
24 20 0
13 14 1
0 13 0
38 30 0
3 8 0
28 0 1
1 34 0
40 3 1
4 41 1
7 12 1
33 36 1
16 28 0
41 36 1
22 6 1
12 40 0
34 29 0
24 27 0
10 18 0
13 7 0
0 4 0
38 17 1
28 31 1
40 10 1
21 40 1
4 16 1
26 37 0
7 5 0
16 19 0
22 25 1
12 39 1
34 20 1
10 29 1
13 0 1
0 27 0
38 8 1
25 5 0
28 22 0
14 33 0
4 31 1
7 2 1
16 10 1
19 7 1
41 22 0
22 16 0
37 34 1
10 4 0
35 20 0
0 18 0
38 3 0
25 14 1
14 40 0
4 6 1
29 10 0
16 1 0
19 12 1
41 31 1
5 33 0
9 38 0
34 38 0
17 38 1
42 38 1
23 8 0
10 15 1
35 29 0
25 23 1
1 14 1
39 25 0
4 13 1
29 3 0
19 21 0
2 39 0
41 0 1
22 34 1
5 42 0
30 34 1
34 33 1
17 31 0
42 33 0
23 1 1
35 2 0
25 24 0
11 29 0
